Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
49,Bachelor's,Education,4,Urban,35,Single,Part-time,4,Rent,Single-family home,Male,Public transit,2.5024541459470875
22,High School,Healthcare,2,Urban,44,Married,Full-time,2,Rent,Single-family home,Male,Car,2.743986995905687
55,High School,Technology,4,Urban,20,Married,Full-time,7,Own,Apartment,Female,Public transit,2.5026926366847473
27,High School,Healthcare,5,Urban,26,Married,Part-time,7,Rent,Single-family home,Female,Car,2.4992280728134593
57,Bachelor's,Finance,4,Urban,47,Divorced,Part-time,1,Own,Townhouse,Male,Biking,2.4962054019141764
63,High School,Technology,0,Urban,41,Single,Part-time,7,Rent,Single-family home,Male,Car,2.761028302316616
41,Master's,Finance,3,Urban,20,Married,Full-time,7,Rent,Single-family home,Female,Car,2.498544172858956
52,Bachelor's,Others,3,Suburban,10,Married,Full-time,2,Own,Single-family home,Male,Car,2.700917283611
61,Bachelor's,Others,2,Suburban,43,Married,Self-employed,4,Rent,Single-family home,Male,Public transit,2.5010770612532314
65,High School,Healthcare,4,Urban,49,Married,Full-time,1,Own,Apartment,Male,Biking,2.502752142113549
40,High School,Others,4,Rural,33,Married,Part-time,5,Rent,Apartment,Male,Car,2.754220385908606
34,Master's,Finance,3,Urban,50,Married,Self-employed,6,Own,Apartment,Female,Public transit,2.7153436716585193
18,Bachelor's,Finance,2,Suburban,4,Married,Full-time,4,Own,Apartment,Male,Walking,2.801094713962669
48,Bachelor's,Healthcare,4,Urban,27,Single,Full-time,6,Rent,Townhouse,Female,Public transit,2.7894924438853703
48,Master's,Healthcare,2,Suburban,9,Married,Part-time,5,Rent,Apartment,Female,Biking,2.497306890035586
59,Bachelor's,Others,5,Rural,47,Married,Full-time,2,Rent,Apartment,Female,Biking,2.495851558675701
59,Bachelor's,Healthcare,0,Urban,11,Single,Self-employed,6,Rent,Single-family home,Female,Public transit,2.78787982860169
70,Master's,Healthcare,5,Urban,40,Married,Full-time,1,Own,Apartment,Female,Public transit,2.4969319821906657
51,Master's,Education,4,Suburban,2,Married,Full-time,6,Rent,Single-family home,Female,Biking,2.7797588097451955
26,Bachelor's,Others,4,Urban,0,Married,Self-employed,2,Own,Single-family home,Male,Walking,2.502296949950203
39,Bachelor's,Technology,4,Urban,36,Married,Full-time,4,Own,Single-family home,Male,Car,2.4985604725338497
30,Bachelor's,Others,3,Urban,39,Married,Self-employed,5,Own,Townhouse,Male,Public transit,2.503534566503435
42,Master's,Education,3,Urban,48,Married,Full-time,5,Rent,Apartment,Female,Public transit,2.5955097694721654
65,Bachelor's,Healthcare,4,Urban,0,Single,Self-employed,2,Rent,Apartment,Male,Public transit,2.5032418314365534
35,Master's,Technology,4,Urban,12,Single,Full-time,4,Rent,Single-family home,Female,Public transit,2.7150429939683507
68,Master's,Technology,0,Urban,37,Single,Full-time,7,Own,Single-family home,Female,Public transit,2.6461566032672263
29,Master's,Education,0,Rural,14,Single,Full-time,7,Own,Apartment,Female,Car,2.6203941142567717
57,High School,Education,2,Urban,6,Married,Full-time,2,Rent,Single-family home,Female,Car,2.7907026460272606
34,High School,Healthcare,2,Urban,29,Divorced,Full-time,6,Own,Apartment,Male,Walking,2.503684862341108
32,High School,Healthcare,3,Urban,23,Single,Full-time,3,Own,Apartment,Male,Public transit,2.5026573521144098
59,Master's,Technology,1,Suburban,7,Divorced,Part-time,4,Own,Apartment,Male,Car,2.7988337712047526
32,Bachelor's,Education,0,Urban,2,Married,Self-employed,4,Rent,Single-family home,Male,Car,2.4948778697514395
32,High School,Healthcare,2,Suburban,14,Single,Self-employed,1,Own,Apartment,Male,Biking,2.83633551349343
56,High School,Healthcare,0,Urban,35,Single,Part-time,3,Own,Apartment,Female,Public transit,2.4961333224476756
30,Bachelor's,Education,0,Urban,40,Married,Full-time,7,Own,Single-family home,Male,Public transit,2.497202670842691
34,High School,Others,5,Urban,42,Married,Full-time,5,Own,Single-family home,Male,Car,2.494858317381682
49,High School,Education,1,Urban,13,Single,Full-time,2,Rent,Apartment,Male,Biking,2.501472435309603
26,Bachelor's,Healthcare,0,Suburban,26,Single,Full-time,5,Own,Apartment,Male,Car,2.496334973211997
57,High School,Education,5,Urban,29,Married,Part-time,4,Rent,Townhouse,Male,Public transit,2.500709041939123
37,High School,Technology,1,Urban,40,Single,Part-time,6,Own,Townhouse,Female,Biking,2.503095037891536
43,Master's,Technology,5,Suburban,43,Married,Self-employed,2,Own,Apartment,Female,Car,2.4944268915281227
44,Master's,Healthcare,5,Urban,36,Single,Self-employed,7,Rent,Single-family home,Female,Car,2.50339489409837
38,Bachelor's,Technology,1,Urban,5,Married,Part-time,5,Own,Single-family home,Female,Car,2.4969319821906657
35,High School,Technology,0,Rural,18,Married,Self-employed,2,Rent,Single-family home,Female,Public transit,2.4975078189824997
30,Master's,Healthcare,0,Urban,36,Married,Full-time,5,Own,Apartment,Female,Walking,2.502697046099416
33,Bachelor's,Healthcare,2,Suburban,0,Single,Self-employed,2,Rent,Apartment,Male,Public transit,2.5032659046654318
26,High School,Technology,0,Suburban,24,Single,Full-time,5,Rent,Apartment,Female,Walking,2.6663026427054026
29,High School,Technology,0,Urban,9,Married,Full-time,5,Rent,Apartment,Female,Car,2.471003121647643
61,High School,Others,0,Urban,45,Single,Part-time,2,Rent,Single-family home,Male,Public transit,2.560102778020158
55,Bachelor's,Education,2,Urban,25,Married,Full-time,1,Own,Single-family home,Male,Walking,2.500765602759055
36,Master's,Finance,1,Urban,22,Married,Full-time,2,Rent,Apartment,Male,Biking,2.4930752505404827
24,Master's,Healthcare,2,Suburban,16,Married,Full-time,6,Own,Apartment,Male,Public transit,2.491768003294809
52,Bachelor's,Others,0,Urban,29,Single,Part-time,5,Own,Single-family home,Female,Car,2.4948069685346925
65,Bachelor's,Technology,4,Urban,26,Married,Self-employed,3,Rent,Apartment,Male,Car,2.7539119206974605
35,Bachelor's,Technology,0,Urban,10,Married,Full-time,4,Rent,Single-family home,Male,Public transit,2.7395468738156907
33,Bachelor's,Healthcare,2,Urban,3,Single,Self-employed,1,Rent,Townhouse,Male,Biking,2.542344829720413
56,High School,Healthcare,5,Urban,17,Single,Self-employed,6,Rent,Single-family home,Male,Biking,2.5650694035625268
21,Bachelor's,Finance,5,Suburban,18,Single,Full-time,2,Own,Townhouse,Male,Biking,2.502259262982519
42,Master's,Healthcare,2,Urban,35,Married,Part-time,4,Rent,Apartment,Male,Public transit,2.536795172665597
49,Bachelor's,Healthcare,3,Suburban,43,Married,Self-employed,6,Own,Single-family home,Male,Public transit,2.5002368127661954
57,Master's,Healthcare,5,Urban,45,Married,Self-employed,1,Own,Single-family home,Male,Public transit,2.470379357043383
30,Bachelor's,Healthcare,4,Urban,49,Married,Full-time,3,Own,Apartment,Male,Public transit,2.4997524573550174
62,Bachelor's,Technology,2,Urban,25,Married,Full-time,7,Own,Apartment,Female,Public transit,2.492295611862043
34,High School,Education,5,Rural,0,Divorced,Self-employed,4,Rent,Single-family home,Male,Public transit,2.5014029450907977
66,Bachelor's,Healthcare,5,Urban,19,Married,Part-time,6,Own,Single-family home,Female,Car,2.502128321293803
54,Master's,Education,1,Rural,10,Married,Full-time,2,Rent,Single-family home,Female,Public transit,2.522896531179572
23,Bachelor's,Finance,0,Suburban,24,Married,Full-time,3,Own,Townhouse,Male,Public transit,2.570827104709964
36,High School,Others,5,Suburban,18,Single,Part-time,2,Own,Townhouse,Female,Public transit,2.6428012915492993
30,High School,Technology,5,Urban,31,Single,Full-time,6,Own,Single-family home,Female,Public transit,2.49622221064076
43,Bachelor's,Technology,1,Urban,0,Married,Part-time,4,Own,Townhouse,Female,Car,2.4961164940811207
31,Bachelor's,Healthcare,2,Urban,0,Married,Part-time,2,Rent,Single-family home,Female,Public transit,2.4964834687589614
48,Bachelor's,Technology,2,Urban,2,Single,Full-time,6,Own,Townhouse,Male,Public transit,2.4936436236585298
21,Doctorate,Finance,1,Rural,45,Married,Full-time,3,Own,Single-family home,Male,Car,2.4971196671068983
56,Master's,Technology,1,Suburban,39,Married,Self-employed,7,Own,Townhouse,Female,Car,2.4931802693588905
25,Bachelor's,Education,3,Suburban,31,Married,Part-time,3,Own,Single-family home,Female,Public transit,2.7802240895400936
42,High School,Technology,0,Urban,46,Single,Part-time,4,Rent,Single-family home,Female,Public transit,2.7789142336402435
30,High School,Others,1,Urban,35,Divorced,Part-time,4,Rent,Apartment,Male,Public transit,2.4972263695669876
49,Bachelor's,Others,0,Urban,42,Married,Full-time,5,Own,Single-family home,Female,Car,2.5010072073197183
55,Master's,Finance,5,Urban,7,Married,Part-time,3,Own,Single-family home,Male,Public transit,2.5015082763045062
55,Master's,Healthcare,4,Suburban,29,Married,Part-time,6,Own,Townhouse,Male,Biking,2.4951242879567292
45,Bachelor's,Healthcare,2,Suburban,38,Married,Full-time,5,Rent,Single-family home,Male,Walking,2.8022988195710092
70,High School,Finance,1,Urban,33,Married,Full-time,2,Own,Apartment,Male,Biking,2.4993802412948822
47,Doctorate,Healthcare,4,Urban,7,Divorced,Full-time,4,Rent,Townhouse,Male,Biking,2.4984905921452243
20,Doctorate,Technology,2,Urban,24,Divorced,Full-time,6,Rent,Apartment,Female,Walking,2.4949487050741967
45,Bachelor's,Education,3,Urban,25,Single,Self-employed,1,Rent,Single-family home,Male,Walking,2.6772333375866593
20,High School,Technology,2,Urban,26,Single,Full-time,6,Rent,Townhouse,Female,Car,2.4999516001412214
62,Bachelor's,Technology,1,Urban,18,Single,Full-time,2,Own,Single-family home,Female,Public transit,2.5004210595014063
51,Master's,Others,4,Urban,22,Married,Self-employed,5,Own,Single-family home,Male,Biking,2.494059732497271
33,Bachelor's,Healthcare,4,Suburban,40,Single,Part-time,3,Own,Apartment,Male,Public transit,2.7712613838171385
39,Master's,Finance,4,Urban,15,Single,Part-time,4,Own,Apartment,Male,Walking,2.4993502928308784
49,High School,Finance,2,Suburban,7,Divorced,Part-time,4,Own,Single-family home,Female,Walking,2.7736772262566975
55,High School,Others,0,Urban,29,Married,Full-time,6,Own,Single-family home,Female,Public transit,2.501250291317008
25,High School,Technology,0,Rural,7,Married,Self-employed,7,Rent,Townhouse,Male,Public transit,2.8319388076796277
25,Master's,Technology,2,Rural,10,Divorced,Full-time,2,Own,Apartment,Female,Public transit,2.7219446628800217
23,Bachelor's,Others,1,Urban,6,Single,Full-time,6,Rent,Townhouse,Female,Public transit,2.5190636886598963
31,Master's,Technology,2,Urban,20,Married,Full-time,2,Own,Single-family home,Male,Biking,2.502471837724173
49,High School,Technology,0,Urban,33,Single,Part-time,4,Own,Single-family home,Male,Public transit,2.500828900815028
52,Master's,Education,2,Urban,20,Married,Full-time,5,Own,Apartment,Female,Biking,2.498434641512761
27,Master's,Healthcare,4,Urban,4,Single,Full-time,3,Rent,Single-family home,Male,Car,2.499676783493272
20,High School,Education,1,Urban,49,Single,Full-time,4,Rent,Apartment,Female,Car,2.561874556906273
29,Master's,Technology,1,Suburban,42,Single,Full-time,4,Own,Apartment,Female,Walking,2.49355913433551
66,High School,Technology,3,Urban,16,Married,Full-time,2,Own,Single-family home,Female,Walking,2.4962990033030916
48,High School,Healthcare,2,Urban,20,Divorced,Full-time,3,Rent,Single-family home,Female,Public transit,2.574450056059767
46,High School,Finance,5,Urban,5,Single,Full-time,4,Own,Apartment,Male,Walking,2.755826187275562
22,Master's,Technology,5,Rural,44,Married,Full-time,2,Own,Single-family home,Female,Public transit,2.4954887912522468
69,Master's,Technology,5,Urban,6,Married,Full-time,1,Rent,Apartment,Male,Public transit,2.501845693033075
42,Bachelor's,Others,4,Urban,10,Married,Part-time,7,Own,Single-family home,Male,Public transit,2.6270757622095253
58,Master's,Healthcare,5,Rural,17,Divorced,Full-time,4,Rent,Single-family home,Male,Public transit,2.58031274261647
48,Bachelor's,Finance,2,Urban,37,Single,Full-time,1,Own,Single-family home,Male,Public transit,2.5552703568335744
38,Master's,Technology,3,Urban,11,Single,Self-employed,3,Rent,Single-family home,Female,Walking,2.4959359563407486
37,High School,Finance,3,Urban,21,Single,Self-employed,3,Rent,Apartment,Female,Public transit,2.756070164836791
56,Bachelor's,Education,2,Urban,2,Married,Part-time,4,Rent,Townhouse,Female,Car,2.717301981013476
39,Bachelor's,Healthcare,5,Urban,18,Single,Full-time,7,Own,Apartment,Female,Car,2.4990547830214376
21,High School,Technology,2,Suburban,42,Single,Part-time,6,Own,Townhouse,Female,Walking,2.493102769435744
30,Bachelor's,Education,2,Urban,22,Married,Full-time,5,Rent,Apartment,Male,Car,2.5018590693176086
62,Bachelor's,Healthcare,0,Urban,33,Single,Full-time,2,Own,Apartment,Male,Biking,2.494924286536903
59,High School,Finance,3,Urban,2,Married,Full-time,2,Rent,Single-family home,Female,Walking,2.502485103843569
67,Doctorate,Technology,1,Urban,22,Divorced,Self-employed,5,Rent,Apartment,Female,Car,2.4978258540197333
66,High School,Finance,5,Urban,48,Married,Part-time,7,Rent,Apartment,Female,Biking,2.57258427339452
37,Doctorate,Technology,5,Rural,4,Married,Full-time,1,Own,Single-family home,Female,Biking,2.5036239087423424
69,High School,Technology,0,Rural,28,Single,Self-employed,6,Own,Single-family home,Female,Car,2.4948118603917258
30,High School,Others,4,Urban,33,Married,Full-time,6,Own,Single-family home,Female,Public transit,2.4989320859542294
34,High School,Others,1,Urban,43,Married,Full-time,3,Own,Townhouse,Male,Walking,2.499246533732612
53,Master's,Healthcare,1,Urban,4,Married,Part-time,4,Own,Apartment,Female,Public transit,2.734360278385208
50,Master's,Others,1,Rural,28,Married,Part-time,2,Own,Apartment,Female,Biking,2.584594038210171
18,High School,Education,3,Urban,44,Married,Full-time,2,Rent,Apartment,Female,Public transit,2.499789120562923
32,High School,Healthcare,4,Urban,23,Single,Full-time,4,Rent,Apartment,Male,Public transit,2.501068051459655
30,Bachelor's,Technology,0,Suburban,38,Single,Full-time,4,Own,Townhouse,Female,Public transit,2.5352011380443376
34,Bachelor's,Others,4,Urban,20,Married,Part-time,2,Rent,Apartment,Male,Car,2.7634139622646567
41,Master's,Others,5,Urban,31,Single,Full-time,2,Rent,Single-family home,Male,Biking,2.6039172411429248
25,High School,Healthcare,0,Urban,42,Married,Part-time,2,Own,Townhouse,Female,Car,2.4999584578191087
67,Bachelor's,Finance,3,Urban,4,Married,Full-time,4,Own,Single-family home,Male,Biking,2.4928873568783434
44,Master's,Finance,5,Suburban,17,Married,Full-time,6,Rent,Apartment,Male,Public transit,2.722535981298127
62,Doctorate,Education,4,Urban,37,Married,Full-time,1,Own,Townhouse,Female,Car,2.492426946720458
40,Bachelor's,Technology,1,Urban,34,Married,Self-employed,2,Own,Apartment,Female,Public transit,2.4430467375466147
63,High School,Technology,4,Urban,37,Married,Part-time,7,Own,Apartment,Female,Walking,2.500575390854685
25,High School,Healthcare,5,Suburban,15,Married,Part-time,7,Rent,Single-family home,Male,Public transit,2.4979245274905844
25,Bachelor's,Finance,3,Suburban,34,Married,Part-time,1,Own,Single-family home,Male,Biking,2.494217655003878
43,Bachelor's,Healthcare,3,Urban,49,Divorced,Self-employed,2,Rent,Single-family home,Male,Walking,2.4968867736182085
64,Master's,Education,3,Urban,23,Married,Full-time,4,Own,Apartment,Female,Public transit,2.494709065408413
30,Master's,Healthcare,0,Urban,35,Single,Part-time,5,Rent,Townhouse,Male,Biking,2.5005413741677534
56,Bachelor's,Finance,4,Urban,4,Married,Part-time,1,Own,Apartment,Male,Biking,2.6454318373122883
54,Bachelor's,Technology,1,Urban,8,Married,Part-time,7,Rent,Single-family home,Male,Public transit,2.548031792613296
66,Bachelor's,Education,1,Urban,3,Married,Self-employed,7,Rent,Apartment,Female,Car,2.4984393056397267
45,High School,Technology,2,Rural,32,Married,Part-time,5,Rent,Apartment,Female,Biking,2.502374481734748
42,High School,Healthcare,3,Urban,26,Married,Self-employed,2,Rent,Apartment,Male,Car,2.566940049173443
33,Bachelor's,Others,5,Urban,21,Single,Full-time,7,Rent,Townhouse,Female,Walking,2.585124852265745
19,High School,Technology,1,Suburban,10,Single,Full-time,2,Own,Townhouse,Female,Public transit,2.4998692596178573
35,High School,Education,3,Urban,4,Married,Full-time,6,Rent,Apartment,Male,Car,2.4995137137334007
34,High School,Healthcare,1,Urban,9,Married,Self-employed,4,Own,Apartment,Female,Car,2.493007662077286
47,High School,Healthcare,4,Urban,2,Single,Full-time,5,Own,Apartment,Female,Car,2.5036543916846212
56,High School,Others,2,Urban,14,Married,Part-time,5,Own,Apartment,Female,Biking,2.551437097955732
30,Bachelor's,Technology,3,Rural,45,Single,Full-time,2,Own,Apartment,Male,Car,2.4944318078336947
49,Bachelor's,Finance,0,Urban,36,Married,Self-employed,7,Own,Single-family home,Female,Car,2.4938569152783643
67,Bachelor's,Healthcare,0,Urban,39,Married,Full-time,3,Own,Apartment,Male,Public transit,2.499218840670056
46,Bachelor's,Technology,1,Rural,16,Married,Part-time,7,Own,Apartment,Female,Car,2.6401380956224227
63,Doctorate,Others,4,Urban,19,Single,Part-time,7,Own,Single-family home,Male,Car,2.4943186525331855
47,High School,Healthcare,5,Urban,50,Married,Full-time,6,Own,Single-family home,Female,Car,2.501088321989073
35,Bachelor's,Technology,3,Urban,3,Divorced,Part-time,7,Rent,Townhouse,Male,Car,2.4980957271329127
30,High School,Others,2,Rural,33,Married,Full-time,3,Own,Apartment,Female,Public transit,2.5400878248629177
60,Bachelor's,Finance,4,Urban,33,Married,Self-employed,5,Rent,Apartment,Female,Car,2.4972761128635077
38,Master's,Healthcare,1,Urban,30,Married,Full-time,7,Own,Townhouse,Female,Public transit,2.6141424009850263
47,Master's,Education,4,Urban,33,Single,Part-time,5,Own,Single-family home,Female,Public transit,2.4951875935930437
38,Bachelor's,Healthcare,2,Rural,2,Single,Full-time,7,Own,Apartment,Female,Public transit,2.501841233746465
65,Bachelor's,Others,4,Suburban,27,Married,Full-time,1,Rent,Apartment,Male,Public transit,2.503379601765502
